subjectID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q16,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q45,region,q1_T2,q2_T2,q3_T2,q4_T2,q5_T2,q6_T2,q7_T2,q8_T2,q9_T2,q10_T2,q16_T2,q20_T2,q21_T2,q22_T2,q23_T2,q24_T2,q25_T2,q26_T2,q27_T2,q28_T2,q29_T2,q30_T2,q31_T2,q45_T2,Employment Status,Student Status,Sex,age
sub00099,77.0,35.0,64.0,100.0,89.0,94.0,100.0,90.0,72.0,67.0,62.0,4.0,0.0,0.0,0.0,0.0,12.0,82.0,32.0,82.0,80.0,84.0,98.0,100.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,29.0
sub01292,11.0,61.0,81.0,82.0,69.0,60.0,49.0,61.0,35.0,71.0,55.0,67.0,58.0,47.0,39.0,29.0,2.0,54.0,52.0,62.0,71.0,75.0,73.0,100.0,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,47.0
sub01420,25.0,57.0,100.0,75.0,30.0,22.0,25.0,23.0,83.0,68.0,66.0,97.0,61.0,31.0,3.0,0.0,25.0,27.0,19.0,16.0,18.0,67.0,33.0,63.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,38.0
sub00319,0.0,50.0,24.0,16.0,22.0,0.0,4.0,3.0,31.0,36.0,0.0,100.0,96.0,91.0,89.0,90.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,50.0,California,15.0,51.0,100.0,93.0,67.0,32.0,11.0,0.0,0.0,49.0,86.0,100.0,83.0,73.0,23.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,65.0,Full-Time,No,Male,24.0
sub00152,11.0,24.0,32.0,31.0,26.0,25.0,29.0,35.0,17.0,31.0,52.0,19.0,16.0,0.0,0.0,0.0,27.0,28.0,80.0,72.0,88.0,58.0,81.0,57.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,52.0
sub00362,88.0,90.0,64.0,83.0,65.0,80.0,86.0,78.0,78.0,79.0,58.0,70.0,59.0,43.0,56.0,46.0,69.0,81.0,71.0,83.0,69.0,66.0,88.0,82.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,40.0
sub01100,70.0,66.0,100.0,65.0,75.0,74.0,100.0,100.0,77.0,81.0,78.0,85.0,82.0,28.0,6.0,0.0,54.0,56.0,0.0,58.0,76.0,27.0,18.0,52.0,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,44.0
sub01437,57.0,38.0,13.0,80.0,63.0,59.0,61.0,64.0,83.0,85.0,49.0,98.0,51.0,41.0,29.0,16.0,28.0,53.0,18.0,28.0,62.0,72.0,67.0,20.0,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,26.0
sub01339,49.0,58.0,31.0,25.0,87.0,20.0,8.0,50.0,8.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,21.0,96.0,3.0,97.0,95.0,California,50.0,67.0,85.0,66.0,51.0,37.0,67.0,17.0,13.0,85.0,95.0,3.0,1.0,0.0,0.0,0.0,4.0,94.0,97.0,96.0,97.0,93.0,100.0,96.0,Full-Time,No,Male,33.0
sub00306,70.0,31.0,100.0,98.0,83.0,64.0,70.0,72.0,74.0,76.0,79.0,100.0,100.0,62.0,14.0,0.0,24.0,73.0,2.0,0.0,70.0,93.0,85.0,71.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,27.0
sub00788,19.0,51.0,21.0,6.0,68.0,0.0,63.0,76.0,64.0,62.0,71.0,70.0,76.0,62.0,43.0,66.0,0.0,2.0,0.0,2.0,85.0,69.0,24.0,89.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,19.0
sub00458,0.0,48.0,57.0,36.0,27.0,16.0,13.0,14.0,4.0,51.0,4.0,39.0,24.0,19.0,7.0,2.0,1.0,5.0,7.0,6.0,5.0,5.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,24.0
sub00511,78.0,32.0,44.0,63.0,80.0,90.0,71.0,94.0,61.0,67.0,98.0,88.0,80.0,32.0,0.0,0.0,0.0,52.0,100.0,13.0,100.0,50.0,56.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,25.0
sub00305,60.0,11.0,0.0,78.0,30.0,27.0,20.0,38.0,87.0,88.0,0.0,6.0,3.0,8.0,0.0,0.0,91.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,21.0
sub00059,63.0,61.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,28.0,24.0,21.0,0.0,0.0,0.0,25.0,67.0,23.0,23.0,100.0,100.0,100.0,76.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,29.0
sub00149,78.0,18.0,23.0,56.0,100.0,81.0,86.0,84.0,100.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,4.0,86.0,52.0,69.0,100.0,100.0,100.0,93.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,35.0
sub00543,61.0,33.0,6.0,62.0,61.0,73.0,83.0,93.0,69.0,76.0,74.0,12.0,0.0,0.0,0.0,0.0,8.0,33.0,57.0,59.0,58.0,79.0,50.0,100.0,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,21.0
sub00547,77.0,80.0,100.0,81.0,81.0,73.0,96.0,68.0,77.0,80.0,75.0,30.0,6.0,1.0,0.0,0.0,41.0,62.0,59.0,32.0,36.0,60.0,67.0,82.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,19.0
sub01156,21.0,75.0,50.0,68.0,87.0,84.0,83.0,83.0,69.0,23.0,75.0,28.0,4.0,2.0,2.0,2.0,9.0,79.0,12.0,62.0,90.0,88.0,93.0,100.0,California,78.0,82.0,37.0,85.0,93.0,92.0,94.0,90.0,89.0,71.0,87.0,3.0,0.0,3.0,0.0,0.0,10.0,98.0,69.0,90.0,93.0,98.0,97.0,100.0,Full-Time,No,Female,35.0
sub00963,23.0,36.0,59.0,29.0,28.0,26.0,46.0,69.0,85.0,52.0,89.0,48.0,11.0,0.0,0.0,0.0,18.0,41.0,38.0,60.0,70.0,75.0,85.0,75.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,19.0
sub01117,70.0,32.0,100.0,57.0,57.0,55.0,54.0,75.0,78.0,82.0,17.0,66.0,40.0,25.0,16.0,6.0,0.0,15.0,82.0,100.0,100.0,26.0,89.0,100.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,26.0
sub00961,14.0,74.0,89.0,81.0,19.0,31.0,60.0,49.0,19.0,70.0,70.0,27.0,14.0,5.0,1.0,0.0,58.0,79.0,85.0,78.0,51.0,86.0,84.0,64.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,
sub01011,1.0,3.0,50.0,86.0,90.0,35.0,61.0,20.0,46.0,52.0,82.0,4.0,11.0,14.0,21.0,23.0,96.0,50.0,73.0,82.0,85.0,84.0,97.0,96.0,California,2.0,74.0,98.0,96.0,50.0,50.0,50.0,57.0,96.0,93.0,57.0,76.0,78.0,66.0,56.0,54.0,74.0,28.0,89.0,90.0,53.0,82.0,87.0,87.0,,,Female,34.0
sub01539,5.0,7.0,34.0,82.0,25.0,17.0,6.0,17.0,61.0,52.0,2.0,100.0,100.0,86.0,64.0,47.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,93.0,California,26.0,39.0,30.0,87.0,20.0,8.0,25.0,11.0,70.0,69.0,89.0,18.0,0.0,0.0,0.0,0.0,3.0,98.0,80.0,100.0,100.0,100.0,96.0,69.0,Full-Time,No,Female,22.0
sub00508,59.0,87.0,28.0,77.0,55.0,50.0,69.0,53.0,54.0,79.0,80.0,75.0,51.0,22.0,1.0,1.0,14.0,27.0,2.0,0.0,79.0,82.0,100.0,18.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Male,67.0
sub00210,63.0,31.0,9.0,51.0,65.0,61.0,72.0,83.0,72.0,64.0,82.0,100.0,100.0,100.0,25.0,0.0,0.0,8.0,0.0,0.0,68.0,0.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,20.0
sub00313,50.0,33.0,20.0,42.0,35.0,51.0,49.0,61.0,49.0,50.0,41.0,47.0,18.0,12.0,0.0,0.0,54.0,48.0,46.0,62.0,94.0,87.0,73.0,57.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,27.0
sub00293,59.0,33.0,9.0,71.0,95.0,81.0,84.0,87.0,94.0,75.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,85.0,16.0,18.0,100.0,100.0,100.0,98.0,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,36.0
sub01315,8.0,46.0,3.0,61.0,14.0,10.0,42.0,61.0,83.0,46.0,98.0,77.0,74.0,41.0,21.0,0.0,10.0,11.0,61.0,55.0,96.0,67.0,57.0,57.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,29.0
sub00219,69.0,37.0,20.0,91.0,81.0,61.0,73.0,69.0,68.0,29.0,39.0,60.0,14.0,0.0,0.0,0.0,14.0,54.0,42.0,58.0,56.0,56.0,54.0,83.0,California,56.0,75.0,32.0,75.0,70.0,63.0,64.0,66.0,90.0,45.0,56.0,29.0,0.0,0.0,0.0,0.0,43.0,54.0,42.0,63.0,59.0,55.0,58.0,43.0,,No,Male,34.0
sub00922,32.0,9.0,1.0,81.0,70.0,37.0,40.0,46.0,100.0,88.0,5.0,75.0,79.0,60.0,36.0,15.0,0.0,6.0,2.0,0.0,30.0,11.0,0.0,77.0,California,35.0,4.0,5.0,85.0,65.0,49.0,65.0,62.0,100.0,83.0,68.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,5.0,12.0,76.0,84.0,97.0,93.0,Full-Time,No,Female,30.0
sub01517,42.0,21.0,9.0,83.0,63.0,54.0,18.0,18.0,89.0,52.0,69.0,59.0,48.0,33.0,14.0,6.0,5.0,34.0,83.0,74.0,97.0,60.0,75.0,95.0,California,63.0,24.0,1.0,89.0,81.0,63.0,56.0,65.0,88.0,57.0,92.0,55.0,8.0,1.0,0.0,0.0,2.0,88.0,74.0,75.0,94.0,96.0,90.0,96.0,Part-Time,Yes,Male,18.0
sub00780,27.0,15.0,0.0,62.0,69.0,93.0,74.0,59.0,97.0,15.0,64.0,87.0,27.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,87.0,46.0,5.0,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,37.0
sub01516,12.0,35.0,98.0,97.0,67.0,51.0,57.0,100.0,100.0,73.0,7.0,100.0,100.0,100.0,100.0,100.0,0.0,2.0,53.0,49.0,49.0,3.0,60.0,100.0,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,28.0
sub00613,62.0,38.0,30.0,66.0,68.0,75.0,76.0,76.0,35.0,76.0,19.0,22.0,21.0,21.0,20.0,22.0,20.0,53.0,24.0,30.0,74.0,58.0,61.0,12.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,56.0
sub00035,33.0,31.0,73.0,96.0,63.0,62.0,98.0,58.0,62.0,77.0,27.0,29.0,19.0,17.0,8.0,2.0,34.0,71.0,89.0,33.0,93.0,64.0,90.0,100.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,26.0
sub01224,37.0,89.0,79.0,79.0,39.0,43.0,58.0,70.0,51.0,57.0,64.0,15.0,8.0,3.0,0.0,0.0,19.0,88.0,77.0,85.0,91.0,88.0,72.0,92.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,34.0
sub01545,20.0,34.0,39.0,45.0,27.0,20.0,36.0,19.0,63.0,52.0,66.0,73.0,70.0,65.0,10.0,0.0,32.0,18.0,71.0,76.0,84.0,76.0,51.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Male,20.0
sub01446,71.0,7.0,22.0,71.0,76.0,100.0,100.0,100.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,48.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,35.0
sub00028,6.0,4.0,84.0,17.0,31.0,51.0,100.0,100.0,39.0,8.0,1.0,77.0,16.0,0.0,0.0,0.0,5.0,0.0,17.0,7.0,0.0,1.0,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,34.0
sub01489,74.0,34.0,0.0,68.0,70.0,68.0,71.0,78.0,100.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,86.0,20.0,44.0,66.0,80.0,100.0,88.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes,Female,22.0
sub00583,48.0,13.0,11.0,93.0,68.0,56.0,76.0,97.0,74.0,38.0,91.0,46.0,1.0,0.0,0.0,0.0,95.0,3.0,0.0,7.0,98.0,27.0,84.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,23.0
sub00527,5.0,14.0,12.0,58.0,56.0,60.0,64.0,71.0,60.0,30.0,27.0,2.0,1.0,0.0,0.0,0.0,34.0,53.0,5.0,6.0,95.0,46.0,44.0,100.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,27.0
sub00351,53.0,51.0,96.0,98.0,49.0,75.0,80.0,76.0,84.0,85.0,51.0,50.0,27.0,4.0,6.0,8.0,16.0,22.0,59.0,50.0,50.0,39.0,49.0,57.0,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,32.0
sub00376,41.0,20.0,0.0,22.0,80.0,50.0,51.0,50.0,45.0,50.0,0.0,18.0,9.0,0.0,0.0,0.0,55.0,38.0,0.0,0.0,0.0,72.0,100.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,24.0
sub00605,11.0,57.0,33.0,80.0,52.0,36.0,12.0,1.0,100.0,68.0,79.0,84.0,32.0,13.0,1.0,0.0,36.0,0.0,20.0,72.0,96.0,70.0,25.0,76.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,21.0
sub00133,37.0,15.0,75.0,51.0,40.0,31.0,31.0,37.0,69.0,50.0,4.0,11.0,9.0,3.0,2.0,2.0,12.0,19.0,13.0,0.0,67.0,5.0,20.0,77.0,California,36.0,17.0,0.0,29.0,51.0,34.0,57.0,50.0,78.0,50.0,8.0,33.0,7.0,0.0,0.0,0.0,7.0,29.0,1.0,2.0,88.0,50.0,51.0,57.0,Part-Time,No,Female,23.0
sub00615,51.0,62.0,31.0,58.0,60.0,59.0,56.0,56.0,71.0,66.0,93.0,40.0,5.0,1.0,0.0,0.0,11.0,49.0,31.0,38.0,96.0,97.0,30.0,79.0,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,18.0
sub00876,12.0,100.0,18.0,25.0,25.0,83.0,100.0,100.0,91.0,81.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,40.0,83.0,87.0,23.0,50.0,100.0,100.0,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Male,57.0
sub01426,79.0,55.0,55.0,58.0,94.0,86.0,87.0,90.0,73.0,59.0,58.0,91.0,92.0,59.0,42.0,50.0,7.0,66.0,36.0,75.0,73.0,45.0,55.0,97.0,California,65.0,63.0,62.0,65.0,100.0,100.0,100.0,100.0,51.0,51.0,57.0,0.0,0.0,0.0,0.0,0.0,30.0,89.0,56.0,60.0,57.0,77.0,89.0,60.0,Part-Time,No,Male,57.0
sub01310,9.0,7.0,2.0,68.0,12.0,7.0,100.0,41.0,82.0,97.0,0.0,82.0,60.0,44.0,16.0,0.0,74.0,6.0,63.0,71.0,67.0,70.0,95.0,1.0,California,78.0,15.0,0.0,89.0,83.0,85.0,97.0,83.0,100.0,78.0,100.0,66.0,44.0,22.0,2.0,0.0,24.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,Unemployed (and job seeking),Yes,Female,24.0
sub01250,100.0,13.0,34.0,98.0,86.0,100.0,100.0,100.0,70.0,94.0,100.0,96.0,51.0,27.0,18.0,18.0,0.0,18.0,14.0,0.0,26.0,80.0,81.0,100.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,28.0
sub01359,77.0,27.0,34.0,66.0,61.0,59.0,71.0,84.0,88.0,60.0,51.0,42.0,16.0,3.0,0.0,0.0,12.0,35.0,12.0,52.0,74.0,90.0,86.0,85.0,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,25.0
sub00491,77.0,80.0,44.0,33.0,96.0,66.0,36.0,17.0,84.0,92.0,65.0,0.0,0.0,0.0,0.0,0.0,12.0,82.0,52.0,72.0,100.0,73.0,9.0,91.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Female,19.0
sub00427,49.0,5.0,78.0,49.0,50.0,32.0,57.0,32.0,62.0,50.0,72.0,91.0,94.0,89.0,93.0,95.0,20.0,5.0,56.0,48.0,63.0,88.0,50.0,16.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,19.0
sub00091,57.0,65.0,67.0,83.0,59.0,76.0,88.0,89.0,100.0,80.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,66.0,86.0,65.0,87.0,28.0,0.0,66.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,36.0
sub01370,16.0,29.0,29.0,51.0,24.0,36.0,50.0,33.0,25.0,28.0,3.0,59.0,66.0,71.0,71.0,74.0,6.0,0.0,0.0,1.0,48.0,15.0,7.0,36.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,48.0
sub00215,47.0,49.0,100.0,79.0,50.0,51.0,51.0,51.0,100.0,82.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,0.0,7.0,51.0,17.0,86.0,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,55.0
sub00315,15.0,43.0,53.0,53.0,39.0,58.0,60.0,66.0,63.0,68.0,42.0,24.0,13.0,4.0,4.0,1.0,65.0,74.0,76.0,82.0,72.0,71.0,73.0,69.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,49.0
sub00168,13.0,31.0,13.0,11.0,16.0,17.0,36.0,34.0,84.0,23.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,22.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,22.0
sub00904,82.0,52.0,72.0,51.0,93.0,70.0,100.0,73.0,76.0,91.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,California,89.0,89.0,89.0,95.0,95.0,92.0,86.0,86.0,96.0,100.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Full-Time,No,Female,51.0
sub01240,86.0,22.0,1.0,64.0,88.0,80.0,81.0,83.0,61.0,64.0,28.0,54.0,16.0,2.0,0.0,0.0,0.0,1.0,32.0,32.0,62.0,27.0,70.0,77.0,California,80.0,39.0,0.0,76.0,86.0,76.0,78.0,83.0,98.0,51.0,10.0,8.0,0.0,0.0,0.0,0.0,20.0,76.0,26.0,81.0,96.0,100.0,72.0,81.0,Full-Time,No,Female,27.0
sub00732,1.0,41.0,84.0,75.0,2.0,1.0,100.0,100.0,100.0,87.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,100.0,50.0,69.0,100.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,37.0
sub01216,3.0,16.0,2.0,11.0,0.0,24.0,24.0,33.0,3.0,8.0,0.0,49.0,50.0,47.0,4.0,5.0,0.0,1.0,0.0,1.0,19.0,18.0,17.0,1.0,California,4.0,12.0,45.0,49.0,5.0,4.0,35.0,34.0,7.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,3.0,1.0,6.0,1.0,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,28.0
sub00291,2.0,75.0,100.0,97.0,7.0,19.0,98.0,7.0,22.0,90.0,98.0,97.0,6.0,6.0,3.0,2.0,6.0,74.0,6.0,97.0,94.0,95.0,94.0,100.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,29.0
sub00070,48.0,40.0,19.0,51.0,74.0,68.0,70.0,74.0,77.0,50.0,45.0,40.0,24.0,18.0,17.0,13.0,41.0,58.0,42.0,64.0,94.0,83.0,84.0,77.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,34.0
sub00382,35.0,31.0,3.0,84.0,91.0,100.0,100.0,100.0,44.0,50.0,26.0,0.0,1.0,0.0,0.0,0.0,38.0,92.0,19.0,35.0,81.0,81.0,50.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,23.0
sub00184,48.0,29.0,20.0,25.0,48.0,54.0,54.0,57.0,64.0,52.0,68.0,74.0,83.0,74.0,57.0,46.0,10.0,5.0,17.0,12.0,92.0,17.0,11.0,65.0,California,62.0,32.0,35.0,48.0,49.0,58.0,64.0,62.0,91.0,63.0,79.0,59.0,29.0,1.0,0.0,0.0,0.0,30.0,50.0,29.0,76.0,47.0,29.0,100.0,Full-Time,No,Male,27.0
sub01558,78.0,79.0,94.0,89.0,49.0,57.0,88.0,90.0,72.0,86.0,48.0,12.0,0.0,0.0,0.0,0.0,22.0,70.0,84.0,90.0,77.0,68.0,95.0,81.0,California,95.0,84.0,69.0,85.0,79.0,70.0,82.0,98.0,77.0,80.0,82.0,34.0,15.0,8.0,1.0,0.0,20.0,48.0,60.0,75.0,79.0,70.0,60.0,74.0,,,,18.0
sub00231,85.0,16.0,22.0,83.0,87.0,85.0,94.0,79.0,88.0,51.0,11.0,2.0,0.0,0.0,0.0,0.0,23.0,84.0,0.0,0.0,85.0,64.0,85.0,100.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,35.0
sub00243,44.0,6.0,0.0,35.0,17.0,100.0,100.0,100.0,88.0,16.0,0.0,100.0,100.0,74.0,29.0,0.0,0.0,0.0,0.0,22.0,100.0,48.0,0.0,71.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,30.0
sub00100,69.0,49.0,12.0,53.0,86.0,83.0,69.0,75.0,52.0,50.0,21.0,67.0,76.0,28.0,21.0,11.0,7.0,22.0,19.0,79.0,78.0,72.0,78.0,92.0,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,36.0
sub00158,49.0,76.0,98.0,80.0,76.0,72.0,80.0,78.0,100.0,76.0,69.0,6.0,4.0,0.0,0.0,0.0,5.0,30.0,11.0,11.0,49.0,84.0,87.0,79.0,Washington,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Male,43.0
sub00828,100.0,100.0,87.0,32.0,89.0,22.0,0.0,0.0,67.0,76.0,9.0,28.0,7.0,0.0,0.0,0.0,0.0,11.0,36.0,8.0,82.0,0.0,12.0,35.0,California,82.0,100.0,100.0,79.0,78.0,26.0,0.0,0.0,25.0,84.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,50.0,63.0,79.0,0.0,21.0,66.0,Part-Time,,Male,33.0
sub00933,37.0,57.0,0.0,0.0,80.0,68.0,71.0,77.0,15.0,73.0,10.0,64.0,10.0,0.0,0.0,0.0,11.0,61.0,0.0,0.0,75.0,63.0,47.0,85.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,27.0
sub00748,55.0,30.0,100.0,92.0,50.0,79.0,100.0,100.0,51.0,100.0,4.0,91.0,95.0,86.0,66.0,56.0,2.0,24.0,8.0,9.0,98.0,80.0,88.0,83.0,California,82.0,61.0,100.0,100.0,95.0,95.0,100.0,100.0,96.0,94.0,25.0,2.0,2.0,0.0,0.0,0.0,3.0,50.0,2.0,97.0,96.0,100.0,100.0,100.0,Other,No,Female,37.0
sub01542,90.0,26.0,0.0,70.0,97.0,81.0,71.0,74.0,98.0,97.0,10.0,24.0,2.0,0.0,0.0,0.0,17.0,2.0,3.0,0.0,50.0,9.0,1.0,100.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,35.0
sub01534,36.0,90.0,25.0,47.0,31.0,23.0,20.0,13.0,66.0,100.0,64.0,38.0,26.0,6.0,0.0,0.0,3.0,37.0,18.0,14.0,79.0,95.0,11.0,83.0,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
sub00012,50.0,56.0,9.0,78.0,64.0,85.0,73.0,88.0,11.0,51.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,74.0,79.0,97.0,84.0,96.0,100.0,100.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes,Female,50.0
sub00200,90.0,34.0,5.0,60.0,91.0,63.0,67.0,70.0,93.0,58.0,1.0,100.0,0.0,0.0,0.0,0.0,64.0,59.0,90.0,88.0,98.0,100.0,36.0,100.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Female,25.0
sub00142,48.0,68.0,94.0,87.0,56.0,56.0,67.0,77.0,87.0,89.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,4.0,81.0,100.0,100.0,19.0,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,29.0
sub01103,38.0,32.0,17.0,49.0,74.0,61.0,61.0,70.0,75.0,43.0,6.0,21.0,0.0,0.0,0.0,0.0,76.0,81.0,29.0,49.0,48.0,18.0,98.0,51.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,25.0
sub01066,3.0,50.0,14.0,37.0,67.0,86.0,79.0,57.0,13.0,92.0,77.0,16.0,0.0,0.0,0.0,0.0,34.0,58.0,49.0,44.0,100.0,98.0,1.0,48.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,36.0
sub00970,48.0,66.0,95.0,91.0,29.0,44.0,34.0,36.0,67.0,85.0,75.0,71.0,72.0,73.0,15.0,5.0,38.0,26.0,27.0,80.0,100.0,98.0,100.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,44.0
